"idx","feature_id","from","to","lon","lat","alt","order","Qi","MusK","MusX","Length","n","So","ChSlp","BtmWdth","NHDWaterbodyComID","time","site_no","Kchan","ascendingIndex","nCC","TopWdthCC","TopWdth"
2147660,4672573,0,4672537,-78.45184326171875,41.008544921875,334.80999755859375,5,0.0,3600.0,0.20000000298023224,1703.0,0.05000000074505806,9.999999747378752e-06,0.2704021632671356,16.505083084106445,-9999,"2000-01-01 00:00:00","01541303",0,271172,0.10000000149011612,82.52542114257812,27.508472442626953
2147720,8523325,0,8522117,-79.74694061279297,37.78036880493164,313.5299987792969,4,0.0,3600.0,0.20000000298023224,4778.0,0.054999999701976776,0.0010000000474974513,0.27199169993400574,16.28725814819336,-9999,"2000-01-01 00:00:00","02016000",0,271179,0.10999999940395355,81.43628692626953,27.145429611206055
2147723,8540133,0,8540093,-79.39218139648438,37.75332260131836,261.1400146484375,5,0.0,3600.0,0.20000000298023224,3849.0,0.05000000074505806,0.0010000000474974513,0.2584041357040405,18.293439865112305,-9999,"2000-01-01 00:00:00","02024000",0,244426,0.10000000149011612,91.46720123291016,30.48906707763672
2147815,8086663,0,8086697,-75.40254211425781,42.375240325927734,305.6099853515625,4,0.0,3600.0,0.20000000298023224,3102.0,0.054999999701976776,0.0020000000949949026,0.26710376143455505,16.970687866210938,-9999,"2000-01-01 00:00:00","01502500",0,271192,0.10999999940395355,84.85343933105469,28.28447914123535
2148102,22743145,0,22743167,-75.15763854980469,43.09366226196289,119.94999694824219,1,0.0,3600.0,0.20000000298023224,92.0,0.05999999865889549,0.012000000104308128,1.552916169166565,0.31398236751556396,-9999,"2000-01-01 00:00:00","01342602",0,244617,0.11999999731779099,1.5699117183685303,0.5233039259910583
2148122,4655440,0,4652132,-75.57569885253906,39.7690544128418,25.15999984741211,5,0.0,3600.0,0.20000000298023224,1437.0,0.05000000074505806,0.004999999888241291,0.28753742575645447,14.359309196472168,-9999,"2000-01-01 00:00:00","01481500",0,305413,0.10000000149011612,71.79654693603516,23.93218231201172
2148132,4722109,0,4721313,-76.72296142578125,40.08229064941406,87.93000030517578,5,0.0,3600.0,0.20000000298023224,1175.0,0.05000000074505806,9.999999747378752e-06,0.2677493393421173,16.878080368041992,-9999,"2000-01-01 00:00:00","01574000",0,271229,0.10000000149011612,84.3904037475586,28.13013458251953
2148166,8423282,0,8421658,-79.24755859375,38.984886169433594,336.9200134277344,5,0.0,3600.0,0.20000000298023224,3180.0,0.05000000074505806,0.004999999888241291,0.2887343466281891,14.224740028381348,-9999,"2000-01-01 00:00:00","01606000",0,244643,0.10000000149011612,71.12369537353516,23.70789909362793
2148280,8524321,0,8523327,-80.0013427734375,37.789791107177734,371.79998779296875,5,0.0,3600.0,0.20000000298023224,679.0,0.05000000074505806,0.0010000000474974513,0.260721892118454,17.926895141601562,-9999,"2000-01-01 00:00:00","02013100",0,315503,0.10000000149011612,89.63446807861328,29.878156661987305
2148284,8568309,0,8568101,-78.26707458496094,37.859893798828125,69.30000305175781,5,0.0,3600.0,0.20000000298023224,2009.0,0.05000000074505806,0.0020000000949949026,0.2575761079788208,18.4270076751709,-9999,"2000-01-01 00:00:00","02034000",0,244695,0.10000000149011612,92.13504028320312,30.711681365966797
2148362,8124573,0,8124577,-77.98052978515625,41.54160690307617,353.67999267578125,3,0.0,3600.0,0.20000000298023224,109.0,0.054999999701976776,0.009999999776482582,0.38055771589279175,7.607131004333496,-9999,"2000-01-01 00:00:00","01543693",0,271249,0.10999999940395355,38.0356559753418,12.67855167388916
2148365,8139444,0,8139750,-77.60176086425781,41.0528450012207,188.8000030517578,4,0.0,3600.0,0.20000000298023224,1668.0,0.054999999701976776,0.007000000216066837,0.28488725423812866,14.66386890411377,-9999,"2000-01-01 00:00:00","01547500",0,296344,0.10999999940395355,73.31935119628906,24.439783096313477
2148374,8450266,0,8450272,-77.36941528320312,39.39665603637695,72.62999725341797,6,0.0,3600.0,0.20000000298023224,2550.0,0.05000000074505806,9.999999747378752e-06,0.24967186152935028,19.77590560913086,-9999,"2000-01-01 00:00:00","01643000",0,288541,0.10000000149011612,98.87953186035156,32.959842681884766
2148412,22304861,0,22304859,-73.99093627929688,43.70486831665039,298.05999755859375,6,0.0,3600.0,0.20000000298023224,1841.0,0.05000000074505806,9.999999747378752e-06,0.25079378485679626,19.575946807861328,-9999,"2000-01-01 00:00:00","01315500",0,302757,0.10000000149011612,97.87973022460938,32.6265754699707
2148532,4710668,0,4710634,-77.16374206542969,40.32972717285156,130.2100067138672,4,0.0,3600.0,0.20000000298023224,2481.0,0.054999999701976776,0.0020000000949949026,0.3066663444042206,12.408832550048828,-9999,"2000-01-01 00:00:00","01568000",0,271270,0.10999999940395355,62.044166564941406,20.68138885498047
2148556,8139390,0,8139320,-77.55714416503906,41.07414245605469,174.97999572753906,5,0.0,3600.0,0.20000000298023224,2754.0,0.05000000074505806,0.0010000000474974513,0.2641667127609253,17.401384353637695,-9999,"2000-01-01 00:00:00","01548005",0,271274,0.10000000149011612,87.00691986083984,29.00230598449707
2148573,8489912,0,8489932,-77.38460540771484,38.060302734375,28.549999237060547,5,0.0,3600.0,0.20000000298023224,3878.0,0.05000000074505806,9.999999747378752e-06,0.2966737747192383,13.37646484375,-9999,"2000-01-01 00:00:00","01674000",0,244748,0.10000000149011612,66.88232421875,22.29410743713379
2148602,14364980,0,14364986,-79.0640869140625,39.478485107421875,292.1099853515625,5,0.0,3600.0,0.20000000298023224,859.0,0.05000000074505806,0.0010000000474974513,0.27743300795555115,15.57216739654541,-9999,"2000-01-01 00:00:00","01598500",0,288553,0.10000000149011612,77.86083221435547,25.953611373901367
