"site_no","gage_lid","feature_id","action_stage","flood_stage","moderate_stage","major_stage","url","action_cfs","flood_cfs","moderate_cfs","major_cfs","action_cms","flood_cms","moderate_cms","major_cms"
3298500,"SHPK2",10266496,30.0,32.0,35.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=shpk2",50145.18,57049.1,68141.24,90432.3,1404.06504,1597.3748,1907.9547200000002,2532.1044
7081200,"LEDC2",916811,8.5,9.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=pub&gage=ledc2",1186.11,"","","",33.211079999999995,"","",""
14038530,"JHNO3",23822553,7.5,8.0,9.0,10.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=jhno3",2098.39,2520.3,3520.94,5453.81,58.75492,70.56840000000001,98.58632,152.70668
12370000,"SWRM8",24349942,6.0,6.5,7.5,8.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=swrm8",6050.0,7052.23,9220.0,"",169.4,197.46244,258.16,""
2102000,"MONN7",8872370,8.0,9.0,14.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=monn7",17200.0,22200.0,55674.14,"",481.6,621.6,1558.87592,""
7346045,"JEFT2",1017865,12.5,13.0,18.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=jeft2",986.28,1195.03,7560.52,18918.57,27.61584,33.46084,211.69456000000002,529.71996
9070000,"GPSC2",1320238,8.0,9.0,10.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=gpsc2",4417.4,6469.03,"","",123.68719999999999,181.13284,"",""
3146500,"NEAO1",15363885,11.0,14.0,16.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=neao1",7346.5,13380.24,19144.32,27404.24,205.702,374.64672,536.04096,767.3187200000001
3028500,"JHNP1",6874629,5.0,7.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=jhnp1",2254.56,4410.53,7485.89,10236.93,63.12768,123.49484,209.60492000000002,286.63404
9046490,"BUEC2",1314651,3.0,3.5,4.5,6.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=buec2",496.08,"","","",13.89024,"","",""
6917500,"FSKK1",7366795,36.0,38.0,42.0,43.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=fskk1",10411.51,13156.49,20153.26,22252.71,291.52228,368.38172000000003,564.2912799999999,623.07588
8330000,"ABQN5",17819068,8.0,8.0,10.0,12.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=abqn5","","","","","","","",""
4176000,"ADRM4",13229102,13.0,18.0,19.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=adrm4",2612.32,"","","",73.14496000000001,"","",""
8379500,"ATCN5",20816582,12.0,15.0,20.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=atcn5",11000.0,"","","",308.0,"","",""
8075500,"HSIT2",1439685,23.2,26.2,27.2,28.2," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=hsit2",25484.39,30812.51,"","",713.56292,862.75028,"",""
3353000,"INDI3",18476879,10.0,16.0,20.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=indi3",10261.16,27939.63,44000.0,"",287.31248,782.3096400000001,1232.0,""
9171100,"DBDC2",18382337,9.7,11.0,13.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=dbdc2","","","","","","","",""
3272100,"MDTO1",3883812,9.0,12.0,18.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iln&gage=mdto1",21562.2,40571.79,"","",603.7416000000001,1136.0101200000001,"",""
11147500,"PRBC1",8212843,23.0,29.0,33.0,37.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=prbc1",8192.46,18598.34,28025.62,"",229.38887999999997,520.75352,784.71736,""
8019500,"BSNT2",5275798,16.5,17.0,20.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=bsnt2",3012.28,3394.06,6663.25,8143.87,84.34384000000001,95.03368,186.571,228.02836
1520500,"LDYN6",8110981,14.0,17.0,20.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=ldyn6",14576.95,27801.27,48172.29,66184.59,408.1546,778.43556,1348.82412,1853.16852
7221500,"SNCN5",20052023,21.0,22.0,26.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=abq&gage=sncn5",34391.4,38800.14,59821.19,86660.2,962.9592,1086.40392,1674.99332,2426.4856
3451500,"AVLN7",22162094,6.5,9.5,13.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=avln7",11580.42,21417.82,"","",324.25176,599.69896,"",""
1325000,"HDLN6",22294854,8.0,10.0,11.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=hdln6",8999.77,14867.43,18805.18,23300.0,251.99356000000003,416.28804,526.54504,652.4
12355500,"FCFM8",22949233,12.5,13.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=fcfm8",32830.66,35332.51,58388.97,"",919.2584800000001,989.31028,1634.8911600000001,""
8065800,"MDST2",1491202,16.0,19.0,21.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=mdst2",3100.0,7600.0,12600.0,21748.9,86.8,212.8,352.8,608.9692
4206000,"OLPO1",15588498,9.0,10.5,13.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=olpo1",3350.0,4273.39,5600.0,"",93.8,119.65492000000002,156.8,""
3400500,"CMBK2",10187644,9.5,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=cmbk2",3840.66,8900.0,"","",107.53847999999999,249.20000000000002,"",""
7283000,"BRCM6",18015234,30.0,31.0,34.0,38.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=brcm6",31947.28,34794.19,44256.84,"",894.52384,974.2373200000001,1239.1915199999999,""
7151000,"TONO2",21002333,14.0,17.0,20.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=tono2",7340.34,10548.59,14910.76,37813.17,205.52952000000002,295.36052,417.50128,1058.76876
1555000,"PNCP1",4520418,6.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=pncp1",3275.62,5696.61,8902.08,14616.22,91.71736,159.50508,249.25824,409.25416
10311000,"STWN2",8920583,8.0,10.0,10.5,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=stwn2",4556.66,6863.15,7564.08,8348.5,127.58648,192.16819999999998,211.79424,233.758
3360500,"NWBI3",18470962,8.0,13.0,19.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=nwbi3",8718.85,18430.69,35670.58,62849.11,244.1278,516.05932,998.77624,1759.7750800000001
5404000,"WDEW3",14709874,13.0,16.0,17.6,18.9," https://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=wdew3",34603.9,49137.84,58111.71,"",968.9092,1375.85952,1627.12788,""
1529500,"CMPN6",8119183,5.0,8.0,10.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=cmpn6",4792.87,11875.32,20745.75,29300.0,134.20036,332.50896,580.881,820.4
5522500,"RZLI3",13453074,11.0,12.0,14.0,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lot&gage=rzli3",1199.41,1448.71,2008.65,2318.52,33.58348,40.563880000000005,56.242200000000004,64.91856
6884000,"FRBN1",4020325,17.0,18.5,20.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=frbn1",10600.0,14429.97,20408.24,39185.09,296.8,404.03916,571.4307200000001,1097.1825199999998
1515000,"WVYN6",8103737,12.0,13.0,16.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=bgm&gage=wvyn6",48443.51,54821.62,75561.01,106671.51,1356.41828,1535.00536,2115.70828,2986.80228
1010000,"NINM1",4289887,12.0,15.0,20.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=ninm1",43434.46,"","","",1216.16488,"","",""
1616500,"MBGW2",5894384,9.0,10.0,12.5,15.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=mbgw2",2101.51,2524.02,4652.48,9476.78,58.84228000000001,70.67256,130.26944,265.34984000000003
6480000,"BRKS2",9376712,8.0,9.0,10.5,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fsd&gage=brks2",1929.03,2437.54,3660.83,6434.0,54.01284,68.25112,102.50324,180.15200000000002
2358700,"BLOF1",2297254,13.0,17.0,23.5,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=blof1",30029.0,46240.0,133995.55,205562.55,840.812,1294.72,3751.8754,5755.7514
6800000,"NKRN1",17262269,10.0,11.5,13.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oax&gage=nkrn1",3088.51,4268.04,5598.69,12580.09,86.47828000000001,119.50512,156.76332,352.24252
6928420,"RBXM7",7410408,6.0,7.0,14.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=rbxm7",2390.91,3483.13,17429.94,38477.38,66.94548,97.52764,488.03832,1077.36664
8095000,"CTNT2",5531532,22.0,23.0,27.0,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=ctnt2",27473.43,29152.06,35824.81,42897.94,769.25604,816.25768,1003.0946799999999,1201.1423200000002
3512000,"BIRN7",19730510,8.0,10.0,12.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=birn7",8650.0,12000.0,15200.0,"",242.20000000000002,336.0,425.6,""
4182900,"FTWI3",15668481,9.6,17.0,20.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=ftwi3",5109.44,11719.41,15288.1,23384.49,143.06431999999998,328.14348,428.0668,654.7657200000001
8124000,"RELT2",5722265,8.0,33.0,35.0,37.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=relt2",1665.9,"","","",46.6452,"","",""
2329000,"HVNF1",10362924,20.0,26.0,31.0,35.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=hvnf1",1406.85,5812.82,22744.72,53937.2,39.391799999999996,162.75896,636.85216,1510.2416
1472000,"PTNP1",4782441,11.0,12.5,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=ptnp1",18000.0,22202.92,40986.89,58145.31,504.0,621.6817599999999,1147.63292,1628.0686799999999
7010000,"EADM7",3624735,28.0,30.0,35.0,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lsx&gage=eadm7",460452.47,501253.84,617072.86,756314.11,12892.66916,14035.107520000001,17278.04008,21176.79508
12422500,"SPOW1",947010232,26.0,27.0,29.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=spow1",27121.53,32472.09,44600.0,"",759.40284,909.21852,1248.8,""
8070500,"SDAT2",1520249,13.0,18.0,20.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=sdat2",1497.64,3430.82,4980.7,6298.43,41.93392,96.06296,139.4596,176.35604
6814000,"SNCK1",19158238,16.0,21.0,23.5,40.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=snck1",4453.1,7107.43,11166.95,"",124.68680000000002,199.00804000000002,312.67460000000005,""
2326500,"LAMF1",2287321,51.0,53.0,56.0,62.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=lamf1",705.64,1642.84,4616.68,"",19.75792,45.99952,129.26704,""
7182250,"PLYK1",20906985,30.0,32.0,34.0,37.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=plyk1",10721.73,14235.75,19152.18,29504.09,300.20844,398.601,536.26104,826.11452
5085000,"MTON8",14434343,4.5,6.0,8.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=mton8",1210.0,2174.39,4897.02,13707.88,33.88,60.88292,137.11656000000002,383.82063999999997
2223500,"DBNG1",1946791,20.0,21.0,25.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=dbng1",20000.0,22415.0,35894.81,66000.0,560.0,627.62,1005.05468,1848.0
5478265,"AGNI4",6591302,13.0,17.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=agni4",1716.03,5080.54,6294.05,"",48.04884,142.25512,176.23340000000002,""
7157950,"BFFO2",21046034,8.0,9.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=bffo2",3311.82,6880.92,15624.08,"",92.73096000000001,192.66576,437.47424,""
7144480,"COWK1",21165441,16.0,18.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ict&gage=cowk1",888.95,1425.29,"","",24.890600000000003,39.90812,"",""
9304500,"WRMC2",1343194,6.0,7.0,8.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=wrmc2",5200.0,"","","",145.6,"","",""
4065722,"VLCM4",6841845,9.0,15.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=vlcm4",5518.62,15774.12,20380.56,"",154.52136,441.67536,570.6556800000001,""
7069500,"IMBA4",7561621,13.0,18.0,23.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lzk&gage=imba4",8585.47,17171.59,34360.97,64971.37,240.39316,480.80452,962.10716,1819.19836
1010070,"BBRM1",4289553,11.0,12.0,14.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=bbrm1",4085.08,5069.91,7587.18,"",114.38224,141.95748,212.44104000000002,""
13302500,"SMNI1",23503542,7.0,7.5,8.5,9.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=mso&gage=smni1",12129.16,13955.72,18000.0,"",339.61648,390.76016,504.0,""
1558000,"SPKP1",4682638,6.0,8.0,10.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=spkp1",3311.89,5873.2,8787.96,17464.49,92.73292,164.4496,246.06287999999998,489.00572000000005
8147000,"SNBT2",5756726,25.0,30.0,34.0,38.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=snbt2",29322.06,41935.86,53548.57,66495.96,821.01768,1174.20408,1499.35996,1861.8868800000002
1188090,"UNVC3",6109643,10.0,12.0,14.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=unvc3",5224.87,8820.69,13291.52,"",146.29636,246.97932000000003,372.16256000000004,""
3365500,"SERI3",18455443,8.0,12.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=seri3",4591.55,8948.75,26129.59,52421.99,128.5634,250.565,731.62852,1467.81572
9306500,"WATU1",5308854,9.0,10.0,12.0,13.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=watu1","","","","","","","",""
6876440,"MPSK1",3539305,21.0,26.0,30.0,38.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=mpsk1",4588.06,"","","",128.46568000000002,"","",""
12414500,"CLDI1",23004329,12.0,13.0,15.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=cldi1",15010.41,20029.11,32560.5,40000.0,420.29148,560.8150800000001,911.6940000000001,1120.0
5372995,"RCHM5",2441678,11.0,14.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=rchm5",4268.1,7607.83,"","",119.50680000000001,213.01924,"",""
6085800,"SSRM8",12397906,6.0,7.5,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tfx&gage=ssrm8",4040.0,6700.0,14500.0,"",113.12,187.6,406.0,""
2217500,"MOCG1",1049699,15.0,18.0,20.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=mocg1",8034.56,10594.44,12413.33,14315.47,224.96768000000003,296.64432,347.57324,400.83315999999996
6660000,"LLRW4",17495175,8.0,9.0,10.0,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=cys&gage=llrw4",962.69,1746.25,"","",26.95532,48.895,"",""
9237450,"YASC2",1357658,7.0,8.0,9.5,11.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gjt&gage=yasc2","","","","","","","",""
1545500,"ROVP1",8135528,12.0,16.0,18.0,22.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=rovp1",44730.15,73966.02,90896.56,130050.84,1252.4442000000001,2071.04856,2545.10368,3641.42352
1543500,"SNNP1",8127609,13.0,17.0,19.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=snnp1",25288.4,39814.45,47775.5,56111.38,708.0752000000001,1114.8046,1337.714,1571.11864
3528000,"TAZT1",14642349,10.0,12.0,16.0,21.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=tazt1",15190.4,20566.53,33281.47,53143.2,425.3312,575.86284,931.88116,1488.0095999999999
11421000,"MRYC1",7981844,74.0,87.0,90.0,91.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=mryc1",29437.25,105244.15,135252.02,146633.14,824.243,2946.8361999999997,3787.05656,4105.72792
4215500,"EBZN6",15576309,8.0,10.0,12.0,14.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=buf&gage=ebzn6",3715.47,6264.42,9475.31,13061.42,104.03316,175.40376,265.30868,365.71976
1334500,"EAGN6",22290307,9.0,11.0,13.0,16.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=eagn6",7072.4,11034.36,16942.71,28365.95,198.0272,308.96208,474.39588,794.2466000000001
7241000,"OLBO2",393414,20.0,24.0,27.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=olbo2",7275.15,11513.42,16246.83,19983.55,203.7042,322.37576,454.91124,559.5394
8099100,"DLLT2",2567762,11.0,12.0,14.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=dllt2",1715.95,2144.76,3672.51,"",48.046600000000005,60.05328000000001,102.83028,""
3363900,"FLCI3",18458307,9.0,11.0,15.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=flci3",3436.97,5704.74,15697.94,40000.0,96.23516,159.73272,439.54232,1120.0
8146000,"SSBT2",5746512,20.0,24.0,27.0,31.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=sjt&gage=ssbt2",6200.0,10000.0,15600.0,41632.95,173.6,280.0,436.8,1165.7225999999998
6770200,"KEAN1",940200366,6.0,7.0,8.0,9.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=kean1",10748.95,16496.69,"","",300.97060000000005,461.90731999999997,"",""
6452000,"OACS2",11547654,13.0,15.0,20.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=oacs2",6636.33,11680.12,33830.97,"",185.81724,327.04336,947.2671600000001,""
9051050,"SLAC2",1313259,5.3,6.0,7.0,7.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=slac2",140.58,"","","",3.9362400000000006,"","",""
3342000,"RVTI3",10288896,10.0,15.0,22.0,26.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ind&gage=rvti3",14292.23,24978.63,60329.03,93000.0,400.18244,699.40164,1689.21284,2604.0
7325500,"CAGO2",683457,23.0,25.0,27.0,29.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=cago2",9915.06,12135.25,14711.98,17462.28,277.62167999999997,339.78700000000003,411.93543999999997,488.94383999999997
2217770,"NOCG1",1049653,10.0,19.0,20.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=nocg1",1865.73,8831.66,10000.0,"",52.24044,247.28648,280.0,""
12431000,"LSDW1",23026720,5.5,6.5,7.5,8.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=lsdw1",1445.65,2380.02,3304.11,"",40.4782,66.64056000000001,92.51508000000001,""
6652000,"ORIW4",22091925,7.0,8.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=cys&gage=oriw4",8192.12,"","","",229.37936000000002,"","",""
4200500,"ELRO1",15597503,7.0,9.5,14.0,18.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=cle&gage=elro1",2706.01,4607.12,9054.71,14913.22,75.76828,128.99936,253.53187999999997,417.57016
9444500,"SFCA3",21357877,22.0,24.0,26.0,28.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=twc&gage=sfca3",22055.45,29813.97,43311.87,60718.78,617.5526,834.7911600000001,1212.7323600000002,1700.12584
5058700,"LBNN8",14828617,11.0,15.0,17.0,19.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=lbnn8",2409.53,3980.0,5020.0,6305.4,67.46684,111.44,140.56,176.5512
8064100,"RCET2",1446644,22.0,24.0,27.0,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=rcet2",3306.04,3945.01,5377.43,16919.77,92.56912,110.46028000000001,150.56804000000002,473.75356000000005
5379400,"ARCW3",2733736,6.0,8.0,9.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=arcw3",1616.23,4090.44,6949.89,11000.0,45.25444,114.53232,194.59692,308.0
1094400,"FBGM3",6075713,5.0,6.5,8.0,10.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=box&gage=fbgm3",766.0,1780.66,3266.57,"",21.448,49.85848,91.46396,""
5470500,"AMWI4",6979014,8.0,10.0,14.0,15.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=dmx&gage=amwi4",3392.32,5076.79,9350.0,13232.3,94.98496,142.15012000000002,261.8,370.5044
7340000,"HRGA4",3750770,20.5,27.0,28.5,30.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=shv&gage=hrga4",15056.55,25000.7,28292.15,33956.12,421.5834,700.0196000000001,792.1802,950.7713600000001
5490600,"SFLM7",5002731,17.0,18.0,22.0,25.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=dvn&gage=sflm7",32998.09,37743.72,59257.5,79872.9,923.94652,1056.8241600000001,1659.21,2236.4411999999998
11303500,"VNSC1",1897416,24.5,29.0,32.0,37.3," https://water.weather.gov/ahps2/hydrograph.php?wfo=sto&gage=vnsc1",20872.04,33187.53,50000.0,"",584.4171200000001,929.25084,1400.0,""
9217900,"BNRU1",3199586,4.8,5.0,5.3,5.5," https://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=bnru1",2229.07,2580.65,3172.55,3612.29,62.41396,72.2582,88.8314,101.14412
1185500,"NBSM3",6107147,6.0,8.0,10.0,12.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=nbsm3",1686.04,4452.52,10416.0,20000.0,47.20912,124.67056000000001,291.648,560.0
2327100,"SOPF1",10365698,20.0,28.0,30.0,34.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=sopf1",1114.19,2600.0,3300.0,6762.02,31.19732,72.8,92.4,189.33656000000002
8059000,"MCKT2",1292124,14.0,16.0,20.0,23.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=mckt2",1471.18,2590.44,"","",41.19304,72.53232,"",""
2377570,"STXA1",2171465,7.0,12.0,14.0,17.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=mob&gage=stxa1",1362.77,3348.55,4727.61,8470.05,38.157560000000004,93.75940000000001,132.37308,237.1614
2352500,"ABNG1",933130036,16.0,26.0,31.0,42.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=abng1",22631.88,44114.97,60363.52,116323.87,633.6926400000001,1235.21916,1690.1785599999998,3257.0683599999998
8374550,"CSTT2",291639,13.0,15.0,19.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=maf&gage=cstt2",9563.76,14171.06,28699.18,57119.71,267.78528,396.78968,803.57704,1599.35188
6878000,"CHPK1",18880718,14.0,19.0,26.0,37.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=chpk1",1429.39,2842.67,"","",40.022920000000006,79.59476000000001,"",""
11475000,"FTSC1",2706571,55.0,70.0,80.0,90.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=ftsc1","","","","","","","",""
8017300,"QLAT2",5254557,14.0,15.0,18.0,20.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=qlat2",470.54,866.46,9141.77,"",13.175120000000001,24.26088,255.96956000000003,""
7377500,"OLVL1",18988724,16.0,19.0,22.0,24.0," https://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=olvl1",17345.11,28277.18,43131.95,55528.36,485.66308000000004,791.76104,1207.6946,1554.7940800000001
